idx	Train_S	Test_S	All_S	Train_T	Test_T	All_T	Train_T_10	Test_T_10	All_T_10	Other1	Other2
1480	0.97342855	0.9626667	0.9702	0.79571426	0.80733335	0.7992	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.71681416, 0.26648352]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.70186335, 0.33088234]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.712, 0.284]	0.012566233	0.0002650516
1490	0.9785714	0.97333336	0.977	0.7854286	0.794	0.788	[1.0, 1.0, 0.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.87905604, 0.013736264]	[1.0, 1.0, 0.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.863354, 0.014705882]	[1.0, 1.0, 0.0, 1.0, 0.992, 1.0, 1.0, 1.0, 0.874, 0.014]	0.012499541	0.00027216272
1500	0.9711428	0.9626667	0.9686	0.7814286	0.78933334	0.7838	[1.0, 1.0, 0.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.85545725, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.96666664, 1.0, 1.0, 1.0, 0.8447205, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.986, 1.0, 1.0, 1.0, 0.852, 0.0]	2.5332434	0.0031090071
1510	0.98228574	0.976	0.9804	0.81142855	0.818	0.8134	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.89675516, 0.24725275]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9006211, 0.21323529]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.898, 0.238]	7.0520506	0.06888878
1520	0.978	0.96933335	0.9754	0.7871429	0.798	0.7904	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88495576, 0.021978023]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8819876, 0.014705882]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.884, 0.02]	6.895525	0.10690895
1530	0.9702857	0.9686667	0.9698	0.8314286	0.8386667	0.8336	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.899705, 0.43406594]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9130435, 0.43382353]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.904, 0.434]	6.9477973	0.121769644
1540	0.9671429	0.956	0.9638	0.7985714	0.808	0.8014	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9858757, 1.0, 0.6932153, 0.32417583]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.67701864, 0.36764705]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99, 1.0, 0.688, 0.336]	5.604524	0.12888527
1550	0.97342855	0.96466666	0.9708	0.85314286	0.848	0.8516	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7787611, 0.75549453]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7515528, 0.7205882]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.77, 0.746]	5.7265224	0.12768324
1560	0.9742857	0.96666664	0.972	0.82857144	0.82733333	0.8282	[1.0, 1.0, 0.042857144, 1.0, 1.0, 1.0, 1.0, 1.0, 0.81120944, 0.4478022]	[1.0, 1.0, 0.02, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78881985, 0.42647058]	[1.0, 1.0, 0.036, 1.0, 1.0, 1.0, 1.0, 1.0, 0.804, 0.442]	5.3256273	0.1375993
1570	0.976	0.9686667	0.9738	0.86057144	0.854	0.8586	[1.0, 1.0, 0.08857143, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.79646015, 0.7307692]	[1.0, 1.0, 0.04, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7763975, 0.7132353]	[1.0, 1.0, 0.074, 1.0, 1.0, 1.0, 0.996, 1.0, 0.79, 0.726]	4.570676	0.13236852
1580	0.974	0.9686667	0.9724	0.8974286	0.8806667	0.8924	[1.0, 1.0, 0.3857143, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7876106, 0.8021978]	[1.0, 1.0, 0.28, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.757764, 0.77205884]	[1.0, 1.0, 0.354, 1.0, 1.0, 1.0, 0.998, 1.0, 0.778, 0.794]	4.3158245	0.11844531
1590	0.96914285	0.96133333	0.9668	0.9302857	0.92466664	0.9286	[1.0, 1.0, 0.8542857, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.64306784, 0.80494505]	[1.0, 1.0, 0.85333335, 1.0, 1.0, 1.0, 1.0, 1.0, 0.61490685, 0.7867647]	[1.0, 1.0, 0.854, 1.0, 1.0, 1.0, 0.998, 1.0, 0.634, 0.8]	3.9086943	0.09734106
1600	0.972	0.9673333	0.9706	0.9602857	0.95933336	0.96	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.8053097, 0.82417583]	[1.0, 1.0, 0.9866667, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.7826087, 0.8308824]	[1.0, 1.0, 0.982, 1.0, 1.0, 1.0, 0.994, 1.0, 0.798, 0.826]	3.7163258	0.08666888
1610	0.97571427	0.97	0.974	0.9614286	0.95533335	0.9596	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8053097, 0.8104396]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.76397514, 0.7867647]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.792, 0.804]	3.5046453	0.07607362
1620	0.97514284	0.972	0.9742	0.9277143	0.91866666	0.925	[1.0, 1.0, 0.6542857, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8082596, 0.81593406]	[1.0, 1.0, 0.62, 1.0, 1.0, 1.0, 1.0, 1.0, 0.77018636, 0.7941176]	[1.0, 1.0, 0.644, 1.0, 1.0, 1.0, 1.0, 1.0, 0.796, 0.81]	3.1776133	0.0943494
1630	0.9771429	0.974	0.9762	0.9654286	0.96	0.9638	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85545725, 0.8104396]	[1.0, 1.0, 0.9866667, 1.0, 0.99333334, 1.0, 0.9931507, 1.0, 0.8385093, 0.7794118]	[1.0, 1.0, 0.99, 1.0, 0.998, 1.0, 0.998, 1.0, 0.85, 0.802]	3.123705	0.07742728
1640	0.9762857	0.9726667	0.9752	0.9602857	0.96	0.9602	[1.0, 1.0, 0.9628571, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8879056, 0.7582418]	[1.0, 1.0, 0.9533333, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8757764, 0.75735295]	[1.0, 1.0, 0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 0.884, 0.758]	2.970275	0.07680537
1650	0.97	0.966	0.9688	0.9531429	0.948	0.9516	[1.0, 1.0, 0.98285717, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7787611, 0.771978]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7453416, 0.7352941]	[1.0, 1.0, 0.986, 1.0, 1.0, 1.0, 1.0, 1.0, 0.768, 0.762]	2.760744	0.071552485
1660	0.974	0.97466666	0.9742	0.952	0.95066667	0.9516	[1.0, 1.0, 0.85714287, 1.0, 1.0, 1.0, 1.0, 1.0, 0.899705, 0.7692308]	[1.0, 1.0, 0.84, 1.0, 1.0, 1.0, 1.0, 1.0, 0.89440995, 0.75735295]	[1.0, 1.0, 0.852, 1.0, 1.0, 1.0, 1.0, 1.0, 0.898, 0.766]	2.7166338	0.081737846
1670	0.9754286	0.97066665	0.974	0.9637143	0.95666665	0.9616	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8259587, 0.81593406]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78881985, 0.7941176]	[1.0, 1.0, 0.992, 1.0, 1.0, 1.0, 1.0, 1.0, 0.814, 0.81]	2.6191626	0.0699223
1680	0.9714286	0.97	0.971	0.9605714	0.95666665	0.9594	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8377581, 0.7802198]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8074534, 0.75735295]	[1.0, 1.0, 0.992, 1.0, 1.0, 1.0, 1.0, 1.0, 0.828, 0.774]	2.4162188	0.06549299
1690	0.974	0.972	0.9734	0.9622857	0.95533335	0.9602	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 1.0, 1.0, 0.820059, 0.8131868]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7763975, 0.7794118]	[1.0, 1.0, 0.992, 1.0, 1.0, 1.0, 1.0, 1.0, 0.806, 0.804]	2.399128	0.065030396
1700	0.9711428	0.9713333	0.9712	0.96914285	0.9673333	0.9686	[1.0, 1.0, 0.98285717, 1.0, 1.0, 1.0, 1.0, 0.9884058, 0.88495576, 0.8379121]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.8757764, 0.8235294]	[1.0, 1.0, 0.982, 1.0, 1.0, 1.0, 1.0, 0.988, 0.882, 0.834]	2.2829733	0.067821056
1710	0.97514284	0.97466666	0.975	0.9714286	0.972	0.9716	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.9971014, 0.9144543, 0.8269231]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.93167704, 0.8014706]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.996, 0.92, 0.82]	2.2966385	0.064864635
1720	0.9742857	0.976	0.9748	0.968	0.962	0.9662	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.87905604, 0.8131868]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8385093, 0.7794118]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 1.0, 0.866, 0.804]	2.17982	0.06236884
1730	0.974	0.97466666	0.9742	0.96685714	0.962	0.9654	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8584071, 0.8186813]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8198758, 0.7941176]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 1.0, 1.0, 0.846, 0.812]	2.1308317	0.060953707
1740	0.97571427	0.97066665	0.9742	0.9597143	0.95066667	0.957	[1.0, 1.0, 0.98571426, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7935103, 0.8186813]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7080745, 0.8088235]	[1.0, 1.0, 0.988, 1.0, 1.0, 1.0, 1.0, 1.0, 0.766, 0.816]	2.0928488	0.06286329
1750	0.97314286	0.97066665	0.9724	0.966	0.9586667	0.9638	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85250735, 0.81593406]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78881985, 0.7941176]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 1.0, 1.0, 0.832, 0.81]	2.0524006	0.055172533
1760	0.9697143	0.9713333	0.9702	0.9657143	0.964	0.9652	[1.0, 1.0, 0.98285717, 1.0, 1.0, 1.0, 1.0, 1.0, 0.89085543, 0.78846157]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8819876, 0.75]	[1.0, 1.0, 0.986, 1.0, 1.0, 1.0, 1.0, 1.0, 0.888, 0.778]	1.9820099	0.05567479
1770	0.974	0.97466666	0.9742	0.96828574	0.96933335	0.9686	[1.0, 1.0, 0.98285717, 1.0, 1.0, 1.0, 1.0, 1.0, 0.89675516, 0.8076923]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9006211, 0.7867647]	[1.0, 1.0, 0.986, 1.0, 1.0, 1.0, 1.0, 1.0, 0.898, 0.802]	1.9610796	0.056354046
1780	0.978	0.97333336	0.9766	0.9565714	0.9493333	0.9544	[1.0, 1.0, 0.98285717, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.76696163, 0.8186813]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6956522, 0.8088235]	[1.0, 1.0, 0.986, 1.0, 1.0, 1.0, 0.998, 1.0, 0.744, 0.816]	1.957921	0.06260073
1790	0.978	0.9773333	0.9778	0.96514285	0.9586667	0.9632	[1.0, 1.0, 0.98571426, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.8584071, 0.8131868]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7950311, 0.7941176]	[1.0, 1.0, 0.988, 1.0, 1.0, 1.0, 0.998, 1.0, 0.838, 0.808]	1.8400297	0.05850047
1800	0.9754286	0.972	0.9744	0.97342855	0.972	0.973	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.9942029, 0.93510324, 0.8296703]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9254658, 0.8088235]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.994, 0.932, 0.824]	1.8547325	0.05466354
1810	0.9697143	0.96666664	0.9688	0.95714283	0.946	0.9538	[1.0, 1.0, 0.98571426, 1.0, 1.0, 1.0, 1.0, 1.0, 0.79646015, 0.7912088]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.71428573, 0.75]	[1.0, 1.0, 0.988, 1.0, 1.0, 1.0, 1.0, 1.0, 0.77, 0.78]	1.7877064	0.0562703
1820	0.97742856	0.9766667	0.9772	0.96828574	0.968	0.9682	[1.0, 1.0, 0.98285717, 1.0, 1.0, 1.0, 1.0, 0.9971014, 0.89085543, 0.81593406]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8819876, 0.7941176]	[1.0, 1.0, 0.986, 1.0, 1.0, 1.0, 1.0, 0.998, 0.888, 0.81]	1.7195501	0.057473183
1830	0.9728571	0.97333336	0.973	0.97085714	0.9686667	0.9702	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.93510324, 0.8021978]	[1.0, 1.0, 0.96666664, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9254658, 0.7794118]	[1.0, 1.0, 0.976, 1.0, 1.0, 1.0, 0.998, 1.0, 0.932, 0.796]	1.8777504	0.053969443
1840	0.9711428	0.972	0.9714	0.9685714	0.96666664	0.968	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.89675516, 0.8021978]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88819873, 0.7647059]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 1.0, 0.894, 0.792]	1.7712574	0.047175586
1850	0.98228574	0.9773333	0.9808	0.9645714	0.954	0.9614	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.8318584, 0.8296703]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.72670805, 0.8161765]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.998, 0.798, 0.826]	1.6678514	0.05433488
1860	0.9794286	0.976	0.9784	0.9697143	0.964	0.968	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.8702065, 0.8406593]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.83229816, 0.8088235]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.994, 0.858, 0.832]	1.6538849	0.048110485
1870	0.97828573	0.97	0.9758	0.9714286	0.96933335	0.9708	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.8938053, 0.83516484]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.8819876, 0.8088235]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.994, 0.89, 0.828]	1.6434956	0.04309565
1880	0.9802857	0.97466666	0.9786	0.97257143	0.9686667	0.9714	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.899705, 0.83516484]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8757764, 0.8014706]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.892, 0.826]	1.5768871	0.043470502
1890	0.98085713	0.978	0.98	0.972	0.966	0.9702	[1.0, 1.0, 0.9742857, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.9144543, 0.8406593]	[1.0, 1.0, 0.96, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.89440995, 0.8014706]	[1.0, 1.0, 0.97, 1.0, 1.0, 1.0, 0.998, 0.996, 0.908, 0.83]	1.6282654	0.058223486
1900	0.98457146	0.97866666	0.9828	0.9742857	0.9726667	0.9738	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.91150445, 0.8489011]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9006211, 0.8235294]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.994, 0.908, 0.842]	1.5823679	0.045976996
1910	0.97571427	0.974	0.9752	0.9742857	0.97466666	0.9744	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.95280236, 0.8104396]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.94409937, 0.7867647]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.998, 0.95, 0.804]	1.5101433	0.039918482
1920	0.97657144	0.97466666	0.976	0.96885717	0.9633333	0.9672	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.88495576, 0.8131868]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8447205, 0.7794118]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 1.0, 0.872, 0.804]	1.507185	0.044954777
1930	0.9737143	0.9726667	0.9734	0.974	0.9726667	0.9736	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.9587021, 0.8104396]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9503106, 0.7794118]	[1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.998, 1.0, 0.956, 0.802]	1.4902115	0.04313469
1940	0.9868571	0.98066664	0.985	0.9711428	0.962	0.9684	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.8702065, 0.8543956]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.7950311, 0.8308824]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.994, 0.846, 0.848]	1.4896221	0.049155354
1950	0.9785714	0.9766667	0.978	0.9722857	0.974	0.9728	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.9262537, 0.8131868]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9254658, 0.8014706]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.998, 0.926, 0.81]	1.4740772	0.039307714
1960	0.98457146	0.97933334	0.983	0.97257143	0.96466666	0.9702	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.89675516, 0.8406593]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8385093, 0.8014706]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.998, 0.878, 0.83]	1.4578342	0.04316336
1970	0.984	0.974	0.981	0.9785714	0.9766667	0.978	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.9498525, 0.8681319]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.9378882, 0.8308824]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.984, 0.946, 0.858]	1.3409309	0.042900145
1980	0.982	0.974	0.9796	0.9794286	0.978	0.979	[1.0, 1.0, 0.9885714, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.96755165, 0.86263734]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9806452, 0.9627329, 0.8308824]	[1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 0.998, 0.982, 0.966, 0.854]	1.4047623	0.039994776
1990	0.986	0.97933334	0.984	0.97742856	0.974	0.9764	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.93510324, 0.85164833]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.9254658, 0.8161765]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.996, 0.994, 0.932, 0.842]	1.4668417	0.04084176
2000	0.9842857	0.9766667	0.982	0.9777143	0.97533333	0.977	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 0.99717516, 0.9681159, 0.9587021, 0.86538464]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9677419, 0.94409937, 0.8308824]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.968, 0.954, 0.856]	1.4394588	0.039566875
2010	0.9842857	0.976	0.9818	0.9802857	0.978	0.9796	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.9734513, 0.86263734]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9806452, 0.95652175, 0.8308824]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.982, 0.968, 0.854]	1.368721	0.037564695
2020	0.98714286	0.98	0.985	0.9777143	0.9726667	0.9762	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9439528, 0.84615386]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.91925466, 0.8088235]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.996, 0.994, 0.936, 0.836]	1.4532433	0.040440977
2030	0.98657143	0.98066664	0.9848	0.97514284	0.9713333	0.974	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.92330384, 0.8406593]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88819873, 0.8161765]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.996, 0.912, 0.834]	1.3356991	0.040670633
2040	0.9885714	0.9853333	0.9876	0.97257143	0.9626667	0.9696	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.8761062, 0.85714287]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.7950311, 0.8382353]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.996, 0.998, 0.85, 0.852]	1.3653736	0.046712697
2050	0.98571426	0.97466666	0.9824	0.97514284	0.96933335	0.9734	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9262537, 0.8379121]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.8819876, 0.8088235]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.994, 0.912, 0.83]	1.2835045	0.034637034
2060	0.978	0.97466666	0.977	0.9711428	0.9686667	0.9704	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.91150445, 0.8104396]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88819873, 0.7867647]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.904, 0.804]	1.3183813	0.037992418
2070	0.98657143	0.978	0.984	0.97657144	0.97466666	0.976	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.93510324, 0.8434066]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91925466, 0.8161765]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.996, 0.93, 0.836]	1.265295	0.036628127
2080	0.9877143	0.98466665	0.9868	0.96914285	0.95666665	0.9654	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.85250735, 0.84615386]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.73913044, 0.8382353]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.998, 0.816, 0.844]	1.330203	0.04908502
2090	0.9894286	0.984	0.9878	0.9768571	0.97066665	0.975	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.90855455, 0.8708791]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8695652, 0.8308824]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.996, 0.896, 0.86]	1.2616892	0.04101497
2100	0.98714286	0.97466666	0.9834	0.9794286	0.9773333	0.9788	[1.0, 1.0, 0.9885714, 1.0, 1.0, 1.0, 0.99717516, 0.9768116, 0.9557522, 0.8791209]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 0.9931507, 0.9806452, 0.9503106, 0.8455882]	[1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 0.996, 0.978, 0.954, 0.87]	1.2666512	0.035414457
2110	0.9762857	0.97333336	0.9754	0.9685714	0.964	0.9672	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.899705, 0.79395604]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85714287, 0.77205884]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.886, 0.788]	1.2068748	0.038933814
2120	0.98714286	0.9773333	0.9842	0.9737143	0.9713333	0.973	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9174041, 0.8324176]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8819876, 0.8235294]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.996, 0.906, 0.83]	1.2030296	0.038973868
